letra,artista
remember the first day when i saw your face remember the first day when you smiled at me you stepped to me and then you said to me i was the woman you dreamed about remember the first day when you called my house remember the first day when you took me out we had butterflies although we tried to hide it and we both had a beautiful night  the way we held each others hand the way we talked the way we laughed it felt so good to find true love i knew right then and there you were the one ooh oh oooh  i know that he loves me cause he told me so i know that he loves me cause his feelings show when he stares at me you see he cares for me you see how he is so deep in love i know that he loves me cause its obvious i know that he loves me cause its me he trusts and hes missing me if hes not kissing me and when he looks at me his brown eyes tell his soul  remember the first day the first day we kissed remember the first day we had an arguement we apologized and then we compromised and we havent argued since remember the first day we stopped playing games remember the first day you fell in love with me it felt so good for you to say those words cause i felt the same way too  the way we held each others hand the way we talked the way we laughed it felt soo good to fall in love and i knew right then and there you were the one woah  i know that he loves me cause he told me so i know that he loves me cause his feelings show when he stares at me you see he cares for me you see how he is so deep in love i know that he loves me cause its obvious i know that he loves me cause its me he trusts and hes missing me if hes not kissing me and when he looks at me his brown eyes tell his soul  im so happy so happy that youre in my life and baby now that youre a part of me you showed me showed me the true meaning of love the true meaning of love and i know he loves me  i know that he loves me cause he told me so i know that he loves me cause his feelings show when he stares at me you see he cares for me you see how he is so deep in love i know that he loves me cause its obvious i know that he loves me cause its me he trusts and hes missing me if hes not kissing me and when he looks at me his brown eyes tell it so he looks at me and his brown eyes tell it so,Beyoncé
brown skin girl your skin just like pearls the best thing in the world never trade you for anybody else singin brown skin girl your skin just like pearls the best thing in the world i never trade you for anybody else singin  she said she really grew up poor like me dont believe in nothin but the almighty just a likkle jeans and a pure white tee she never did forever be nobody wifey yeah so while i may not pretty boy your heart is amiss play it like a villain cause she caught in a wave tonight i am walkin away lined up my mind on the grind yeah yeah  tonight i might fall in love dependin on how you hold me im glad that im calmin down cant let no one come control me keep dancin and call it love she fightin but fallin slowly if ever you are in doubt remember what mama told me  brown skin girl ya skin just like pearls your back against the world i never trade you for anybody else say brown skin girl ya skin just like pearls the best thing in all the world i never trade you for anybody else say  pose like a trophy when naomis walk in she need an oscar for that pretty dark skin pretty like lupita when the cameras close in drip broke the levee when my kellys roll in i think tonight she might braid her braids melanin too dark to throw her shade she minds her business and wines her waist gold like 24k okay  tonight i might fall in love dependin on how you hold me im glad that im calmin down cant let no one come control me keep dancin and call it love she fightin but fallin slowly if ever you are in doubt remember what mama told me  brown skin girl ya skin just like pearls your back against the world i never trade you for anybody else say brown skin girl ya skin just like pearls the best thing in all the world i never trade you for anybody else say  oh have you looked in the mirror lately lately wish you could trade eyes with me because theres complexities in complexion but your skin it glow like diamonds dig me like the earth you be giving birth took everything in life baby know your worth i love everything about you from your nappy curls to every single curve your body natural same skin that was broken be the same skin takin over most things out of focus view but when youre in the room they notice you notice you cause youre beautiful yeah youre beautiful  them men them gon fall in love with you and all of your glory your skin is not only dark it shines and it tells your story keep dancin they cant control you they watchin they all adore you if ever you are in doubt remember what mama told you  brown skin girl brown skin girl ya skin just like pearls brown skin girl your back against the world oh i never trade you for anybody else say no no brown skin girl brown skin girl ya skin just like pearls brown skin the best thing in all the world i never trade you for anybody else say  brown skin girl your skin just like pearls the best thing in the world i never trade you for anybody else singin,Beyoncé
the cards never lie my last breath a sigh and now i think about if its my time to die i dont know what i was thinking steady wasting time with hill and i need to live my life because my time is unforgivable  i cant understand how my life changed around manifest my destiny is it the brown on the grown blue skies are turning gray its the point of indecision leaving in the car and much be spent on television  oh girlfriend get your mind on right dont spend your time cause you cant waste your time everyday like its your last but you must feed the mind intervention comes and snatch up all your dreams from behind  love you feel it and you got to let them know it love your heart and thats the feeling that you go with if you have a dream you need to go and let them know it cause you could wake up in the morning and it could be over  no no no no i dont wanna i dont wanna i dont wanna go just just just let me stay home let me live my dream let me see another dawn  no no no no i dont wanna i dont wanna i dont wanna go just just just let me stay home let me live my dream let me see another dawn  carmen dont listen cause the cards have deceit just slide him the money we dont need a receipt truth only exists within the eyes of the beholder plus hes kind of young for fortune telling he probably should be older  but the cards never lie i thought i told you now its her turn to try to reach her goals before she reaches the light  this is love its like im trying to throw my life away sometimes love is all you got and other times it makes you pay  well when you finally rise then youll realize  the windows to the soul are not the hips but the eyes oh you could wish on the stars but they dead just a lie but they shine just as bright as they did their entire life  no no no no i dont wanna i dont wanna i dont wanna go just just just let me stay home let me live my dream let me see another dawn  no no no no i dont wanna i dont wanna i dont wanna go just just just let me stay home let me live my dream let me see another dawn,Beyoncé
you need to stop playing round with all them clowns and the wangstas good girls gotta get down with them gangstas go head girl put some back and some neck up on it while i stand up in the background and check up on it  uh boy you looking like you like what you see wont you come over check up on it ima let you work up on it ladies let them check up on it watch it while he check up on it dip it pop it twork it stop it check on me tonight  if you got flaunt it boy i know you want it while i turn around you watch me check up on it uh you watchin me shake it i see it in your face ya cant take it its blazin you rock me it amaze me you can look at it as long as you dont grab it if you dont go braggin ima let you have it you think that im teasin but i aint got no reason im sure that i can please ya but first i gotta read you  uh boy you looking like you like what you see wont you come over check up on it imma let you work up on it ladies let them check up on it watch it while he check up on it dip it pop it twork it stop it check on me tonight  uh boy you looking like you like what you see wont you come over check up on it imma let you work up on it ladies let them check up on it watch it while he check up on it dip it pop it twork it stop it check on me tonight  i can tell you wanna taste it but im gonna make you chase it you got to be patient i like my men patient my patience you takes my get you in more places you cant be abrasive has to know to pace it if i let you get up on it you gotta make a promise that you gone put it on me like no ones put it on me dont bore me just show me all men talk but dont please i can be a tease but i really wanna please you  uh boy you looking like you like what you see wont you come over check up on it imma let you work up on it ladies let them check up on it watch it while he check up on it dip it pop it twork it stop it check on me tonight  uh boy you looking like you like what you see wont you come over check up on it imma let you work up on it ladies let them check up on it watch it while he check up on it dip it pop it twork it stop it check on me tonight  im checking on you boo do what chu do and while dance ima glance at this beautiful view im keep my hand in my pants i need to glue em white glue im in a trance all eyes on you and your crew me and my mans dont dance but to feel yall bump and grind if wont hurt if you gone try one time they all hot but let me see this ones mine its slim thug and dc outta h town  uh boy you looking like you like what you see wont you come over check up on it imma let you work up on it ladies let them check up on it watch it while he check up on it dip it pop it twork it stop it check on me tonight  uh boy you looking like you like what you see wont you come over check up on it imma let you work up on it ladies let them check up on it watch it while he check up on it dip it pop it twork it stop it check on me tonight  uh boy you looking like you like what you see wont you come over check up on it imma let you work up on it ladies let them check up on it watch it while he check up on it dip it pop it twork it stop it check on me tonight  uh boy you looking like you like what you see wont you come over check up on it imma let you work up on it ladies let them check up on it watch it while he check up on it dip it pop it twork it stop it check on me tonight,Beyoncé
i gotta give up to quit the storm that rages inside the way that i hit my damage part you gave me away  and ive had enough i imagine the words i say to you im finding strange to follow it through im ready to change  im letting go im letting go were only friends were only friends tonight well let the music free our soul so let it show so let it show we can pretend we can pretend were only find ourselves by losing all control x11  im hoping enough shiny sunlight can releave its crazy he knows shone flow through me im gonna explode  you take me away and what is my ordinary life i wont be afraid of what we might find a love i cant let go  im letting go im letting go were only friends were only friends tonight well let the music free our soul  so let it show so let it show we can pretend we can pretend were only find ourselves by losing all control  and you horizing ready to play with every breath you take it away hey hey hey  im letting go im letting go were only friends were only friends tonight well let the music free our soul so let it show so let it show we can pretend we can pretend were only  by losing all control x8,Beyoncé
boy oh killing me softly and im still falling still the one i need i will always be with you oh you got me all gone dont ever let me go say it real loud if you fly if you leave me youre out of your mind  baby is a ten we dressing through the nine he picked me up with eight make me feel so lucky seven he kissed me in his six we be making love in five still the one i do this four im trying to make usthree from that two he still the one  theres ups and downs in this love got a lot to learn and its love through the good and the bad still got love dedicated to the one i love hey  still love the way he talk still love the way i sang still love the way he rock them black diamonds in that chain still love up on each other aint a damn thing change my girls cant tell me nothing im gone in the brain  im all up under him like its cold winter time all up in the kitchen in my heels dinner time doing whatever that it takes he got a winners mind give it all to him meet him at the finish line  me and my boo and my boo boo riding all up in that black with his chick right beside him ladies if you love your man show him you the flyest grind up on it girl show him how you ride it  me and my boo and my boo boo riding all up in that black with his chick right beside him ladies if you love your man show him you the flyest grind up on it girl show him how you ride it  oh killing me softly and im still falling still the one i need i will always be with you oh you got me open dont ever let me go say it real loud if you fly if you leave me you out of yo mind  baby is a ten we dressin to the nine he picked me up we eight made me feel so lucky seven he kissed me in his six we be makin love in five still the one i do this four im tryna make a three from that two still the one  yup i put it on him there aint nothing that i cant do yup i buy my own if he deserve it buy his shit too all up in the store shawty trickin if i want to all up in the store shawty fly as we want to   ohh ohh damn i think i love that boy do anything for that boy boy ohh ohhh now ill never be the same its you and me until the end  me and my boo and my boo boo ridin all up in that black with his chick right beside him ladies if you love your man show him you the flyest grind up on it girl show him how you ride it  me and my boo and my boo lip locking all up in the back cause the chicks keep blocking all that gossiping 10 years stop it london speed it up houston rocket  oh killing me softly and im still falling still the one i need i will always be with you oh you got me open dont ever let me go say it real loud if you fly if you leave me you out of yo mind  baby is a ten we dressing to the nine he picked me up we eight made me feel so lucky seven he kissed me in his six we be making love in five still the one i do this four im tryna make a three from that two still the one,Beyoncé
oh killing me softly and im still falling still the one i need i will always be with you oh you got me all gone dont ever let me go say it real loud if you fly if you leave me you out of yo mind  ten nine eight seven six five four three two one  theres ups and downs in this love got a lot to learn in this love through the good and the bad still got love dedicated to the one i love hey still love the way he talk still love the way i sang still love the way he rock them black diamonds in that chain still love up on each other aint a damn thing change my girls cant tell me nothing im gone in the bbbrain  im all up under him like its cold winter time all up in the kitchen in my heels dinner time doing whatever that it takes he got a winners mind give it all to him meet him at the finish line  me and my boo and my boo boo riding all up in that black with his chick right beside him ladies if you love your man sh show him you the flyest grind up on it girl show him how you ride it 2x  killing me softly and im still falling still the one i need i will always be with you oh you got me all gone dont ever let me go say it real loud if you fly if you leave me you out of yo mind   ten yo mind nine yo mind eight yo mind seven yo mind six yo mind five four three two one  ohh ohh damn i think i love that boy do anything for that boy boyyyy grind up on it girl show him how you ride it  my girls cant tell me nothing im gone in the bbbrain gone in the brain gone in the brain gone in the gone in the gone in the bbbrain  oohh,Beyoncé
missy i was in love thats what it was when i met in love and no one could ever talk about you but it sucks so many and alabies i love mmmm  crazy feelings make me stay in love with you crazy feelings make me stay in love with you  beyonce so in love i just didnt see the wrong you did in love but now that i know i can admit it was the love that made me a fool silly fool in love uh crazy feelings  crazy feelings make me stay in love with you crazy feelings make me stay in love with you  missy it was always in my face all the time even with 2020 vision i couldnt see you lie it was always in my face all the time even with 2020 vision i couldnt see you lie  crazy feelings make me stay in love with you crazy feelings make me stay in love with you repeat until end,Beyoncé
uh oh uh oh uh oh oh no no uh oh uh oh uh oh oh no no uh oh uh oh uh oh oh no no uh oh uh oh uh oh oh no no  you got me looking so crazy my baby im not myself lately im foolish i dont do this ive been playing myself baby i dont care baby your loves got the best of me your loves got the best of me baby your loves got the best of me and baby youre making a fool of me you got me sprung and i dont care who sees cuz baby you got me you got me you got me you got me  i look and stare so deep in your eyes i touch on you more and more every time when you leave im begging you not to go call your name two or three times in a row such a funny thing for me to try to explain how im feeling and my pride is the one to blame yeah i still dont understand just how your love can do what no one else can  got me looking so crazy right now your loves got me looking so crazy right now got me looking so crazy right now your touch got me looking so crazy right now your touch got me hoping youll save me right now your kiss got me hoping youll save me right now looking so crazy in loves got me looking got me looking so crazy in love  got me looking so crazy right now your loves got me looking so crazy right now got me looking so crazy right now your touch got me looking so crazy right now got me hoping youll save me right now your kiss got me hoping youll save me right now looking so crazy in loves got me looking got me looking so crazy in love  uh oh uh oh uh oh oh no no uh oh uh oh uh oh oh no no uh oh uh oh uh oh oh no no uh oh uh oh uh oh oh no no,Beyoncé
yes so crazy right now most incredibly its your girl b its your boy young  history in the makin part 2  i look and stare so deep in your eyes i touch on you more and more every time when you leave im beggin you not to go call your name two three times in a row such a funny thing for me to try to explain how im feeling and my pride is the one to blame yeah cause i know i dont understand just how your love can do what no on else can  got me lookin so crazy right now your loves got me lookin so crazy right now your love got me lookin so crazy right now your touchs got me lookin so crazy right now your touch got me hoping you page me right now your kisss got me hoping you save me right now lookin so crazy your loves got me lookin got me lookin so crazy your love  when i talk to my friends so quietly who he think he is look at what youve done to me tennis shoes dont even need to buy a new dress you aint there aint nobody else to impress its the way that you know what i thought i knew its the beat that my heart skips when im with you yeah but i still dont understand just how your love can do what no one else can  got me lookin so crazy right now your loves got me lookin so crazy right now your love got me lookin so crazy right now your touchs got me lookin so crazy right now your touch got me hoping you page me right now your kisss got me hoping you save me right now lookin so crazy your loves got me lookin got me lookin so crazy your love  im warmed up now lets go  young hova yall know when the flow is loco young b and the roc uh oh og big homie the one and only stick boney but the pockets are fat like tony  soprano the roc handle like van exel i shake phonies man you cant get next to a genuine article i do not sing tho i sling though  if anything i bling yo  star like ringo war like a green berret youre crazy bring your whole set jayz in the range crazy and deranged they cant figure him out theyre like hey is he insane  yes sir im cut from a different cloth my texture is the best fur im chinchilla  ive been ill of the chain smokers how you think i go the name hova ive been reala the games over  fall back young ever since i made you change over to platinum the games been a wrap one  got me looking so crazy my baby im not myself lately im foolish i dont do this ive been played myself baby i dont care cuz your love got the best of me and baby youre making a fool of me you got me sprung and i dont care who sees cuz baby you got me so crazy  got me lookin so crazy right now your loves got me lookin so crazy right now your love got me lookin so crazy right now your touchs got me lookin so crazy right now your touch got me hoping you page me right now your kisss got me hoping you save me right now lookin so crazy your loves got me lookin got me lookin so crazy your love,Beyoncé
intro  jay z yes its so crazy right now most incredibly its ya girl bee its ya boy young  intro  beyonce you ready uh oh uh oh uh oh oh no no uh oh uh oh uh oh oh no no uh oh uh oh uh oh oh no no uh oh uh oh uh oh oh no no  intro  jay z yea history in the making part 2 its so crazy right now  verse 1  beyonce i look and stare so deep in your eyes i touch on you more and more every time when you leave im begging you not to go call your name two or three times in a row such a funny thing for me to try to explain how im feeling and my pride is the one to blame cuz i know i dont understand just how your love can do what no one else can  chorus  beyonce got me looking so crazy right now your loves got me looking so crazy right now in love got me looking so crazy right now your touch got me looking so crazy right now your touch got me hoping youll page me right now your kiss got me hoping youll save me right now looking so crazy in loves got me looking got me looking so crazy in love  uh oh uh oh uh oh oh no no uh oh uh oh uh oh oh no no uh oh uh oh uh oh oh no no uh oh uh oh uh oh oh no no  verse 2  beyonce when i talk to my friends so quietly who he think he is look at what you did to me tennis shoes dont even need to buy a new dress if you aint there aint nobody else to impress the way that you know what i thought i knew its the beat my heart skips when im with you but i still dont understand just how the love your doing no one else can  chorus  beyonce got me looking so crazy right now your loves got me looking so crazy right now oh crazy got me looking so crazy right now your touch youre in love got me looking so crazy right now love got me hoping youll page me right now your kiss hey got me hoping youll save me right now looking so crazy in loves hey got me looking got me looking so crazy in love  im looking so crazy in loves got me looking got me looking so crazy in love  verse 3  jay z beyonce  check it lets go young hov yall know when the flow is loco young b and the roc uh oh oh ol g big homie the one and only stick bony but the pocket is fat like tony soprano oh no the roc handle like van axel i shake phoneys man you cant get next to the genuine article i go i do not sing though i sling though if anything i bling yo  a star like ringo roll like a green corvette crazy bring ya whole set jay z in the range crazy and deranged they cant figure them out they like hey is he insane oh no yes sir im cut from a different cloth my texture is the best fur of chinchilla uh oh uh oh uh oh oh no no been dealing with chain smokers but how you think i got the name hova uh oh uh oh uh oh oh no no i been realer the games over uh oh uh oh uh oh oh no no fall back young ever since the label changed over uh oh uh oh uh oh oh no no to platinum the games been wrap one  bridge  beyonce got me looking so crazy my baby im not myself lately im foolish i dont do this ive been playing myself baby i dont care cuz your loves got the best of me and baby youre making a fool of me you got me sprung and i dont care who sees cuz baby you got me you got me so crazy baby hey  chorus  beyonce got me looking so crazy right now your loves oh love got me looking so crazy right now lookin crazy got me looking so crazy right now your touch got me looking so crazy right now got me hoping youll page me right now your kiss baby got me hoping youll save me right now baby looking so crazy in loves whoa got me looking got me looking so crazy in love whoa  got me looking so crazy right now your loves got me looking so crazy right now your love got me looking so crazy right now your touch got me looking so crazy right now your touch got me hoping youll page me right now your kiss got me hoping youll save me right now looking so crazy in loves got me looking got me looking so crazy in love,Beyoncé
creole baby i see you that look in your eyes hips that keep shakin mysterious style exotically attempting for me and to me that creole sexy is all over me  so all my red bones get on the floor and all my yellow bones get on the floor and all my brown bones get on the floor then you mix it up and you all it creole so all my red bones get on the floor and all my yellow bones get on the floor and all my brown bones get on the floor then you mix it up and you all it creole  chorus  a creole when i look real good creole whenver i talk real good creole whenever i bounce real good just in case you wanna know its a secret creole when she look that good creole whenever she talk that good creole whenever she bounce that good ladies if you wanna know its your secret creole  bad bad bad bad yellow bone hey bad bad bad bad red bone hey bad bad bad bad brown bone hey bad bad bad bad to the bone hey  for all of my brown bones that make up the brawls and all of my red bones that make up the sauce the yellow bone flavor is for me and to me mix it all together its a delicacy  chorus  b so all my red bones get on the floor and all my yellow bones get on the floor and all my brown bones get on the floor then you mix it up and you all it creole  so all my red bones get on the floor and all my yellow bones get on the floor and all my brown bones get on the floor then you mix it up and you all it creole  chorus  a creole when i look real good creole whenver i talk real good creole whenever i bounce real good just in case you wanna know its a secret creole when she look that good creole whenever she talk that good creole whenever she bounce that good ladies if you wanna know its your secret creole  chorus  b so all my red bones get on the floor and all my yellow bones get on the floor and all my brown bones get on the floor then you mix it up and you all it creole  so all my red bones get on the floor and all my yellow bones get on the floor and all my brown bones get on the floor then you mix it up and you all it creole,Beyoncé
i remember when you use to take me on a bike ride everyday on the bayou you remember that we were inseparable and i remember when you could do no wrong you come home from work and i jumped in your arms when i saw you i was so happy to see you i was so excited so happy to see you  because you loved me i overcome yeah and im so proud of what youve become youve given me such security no matter what mistakes i make youre there for me you kill my disappointments and you heal my pain you understood my fears and you protected me treasure every irreplaceable memory and thats why  i want my unborn son to be like my daddy i want my husband to be like my daddy there is no one else like my daddy and i thank you for loving me  i still remember the expression on your face when you found out i been on a date and had a boyfriend my first boyfriend you should have seen your face i still remember i caught you crying cause of my tattoo you could have said beyonce i told you so instead you said you get one too even my mama said you oughta get one just like mine  words cant express my boundless gratitude for you i appreciate what you do youve given me such security no matter what mistakes i make you are there for me you kill my disappointments and you heal my pain you understand my fears and you protected me treasure every extraordinary memory and thats why  i want my unborn son to be like my daddy i want my husband to be like my daddy there is no one else like my daddy and i thank you for loving me  even if my man broke my heart today no matter how much pain im in i will be okay cause i got a man in my life that cant be replaced for this love is unconditional it wont go away i know im lucky know it aint easy for men who take care of their responsibilities love is overwhelming cant help my tears from falling i love you so much daddy  thank you youve done so much for me i love you daddy  i get so emotional daddy every time i think of you i get so emotional daddy every time i think of you there is no one else like my daddy no one else can replace my daddy,Beyoncé
yeehaw oh oh oh texas texas oh oh oh texas  came into this world daddys little girl and daddy made a soldier out of me oh oh oh daddy made me dance and daddy held my hand oh oh oh and daddy liked his whisky with his tea and we rode motorcycles blackjack classic vinyl tough girl is what i had to be  he said take care of your mother watch out for your sister oh and thats when he gave to me  with his gun with his head held high he told me not to cry oh my daddy said shoot oh my daddy said shoot with his right hand on his rifle he swore it on the bible my daddy said shoot oh my daddy said shoot he held in his arms and he taught me to be strong he told me when hes gone heres what you do when trouble comes to town and men like me come around oh my daddy said shoot oh my daddy said shoot oh oh oh  daddy made me fight it wasnt always right but he said girl its your second amendment he always played it cool but daddy was no fool and right before he died he said remember  he said take care of your mother watch out for your sister and thats when daddy looked at me  with his gun with his head held high he told me not to cry oh my daddy said shoot oh my daddy said shoot with his right hand on his rifle he swore it on the bible my daddy said shoot oh my daddy said shoot he held me in his arms and he taught me to be strong he told me when hes gone heres what you do when trouble comes to town and men like me come around oh my daddy said shoot oh my daddy said shoot oh oh oh oh oh oh  my daddy warned me about men like you he said baby girl hes playing you hes playing you my daddy warned me about men like you he said baby girl hes playing you hes playing you cause when trouble comes in town and men like me come around oh my daddy said shoot oh my daddy said shoot cause when trouble comes to town and men like me come around oh my daddy said shoot oh my daddy said shoot good job bey hahaha,Beyoncé
texas texas texas  came into this world daddys little girl and daddy made a soldier out of me daddy made me dance and daddy held my hand and daddy liked his whisky with his tea and we rode motorcycles blackjack classic vinyl tough girl is what i had to be  he said take care of your mother watch out for your sister and thats when daddy looked at me  with his gun with his head held high he told me not to cry oh my daddy said shoot oh my daddy said shoot with his right hand on his rifle he swore it on the bible my daddy said shoot oh my daddy said shoot he held in his arms and he taught me to be strong he told me when hes gone heres what you do when trouble comes to town and men like me come around oh my daddy said shoot oh my daddy said shoot  daddy made me fight it wasnt always right but he said girl its your second amendment he always played it cool but daddy was no fool and right before he died he said remember  he said take care of your mother watch out for your sister and thats when daddy looked at me  with his gun with his head held high he told me not to cry oh my daddy said shoot oh my daddy said shoot with his right hand on his rifle he swore it on the bible my daddy said shoot oh my daddy said shoot he held in his arms and he taught me to be strong he told me when hes gone heres what you do when trouble comes to town and men like me come around oh my daddy said shoot oh my daddy said shoot  now they sound tired but they dont sound haggard theyve got money but they dont have cash they got junior but they dont have hank i think i think i think  my daddy warned me about men like you he said baby girl hes playing you hes playing you my daddy warned me about men like you he said baby girl hes playing you hes playing you cause when trouble comes in town and men like me come around oh my daddy said shoot oh my daddy said shoot cause when trouble comes to town and men like me come around oh my daddy said shoot oh my daddy said shoot,Beyoncé
i just wanna show you how much i appreciate you wanna show you how much im dedicated to you wanna show you how much i will forever be true wanna show you how much you got you girl feeling good wanna show you how much how much you understood wanna show you how much i value what you say not only are you loyal youre patient with me babe wanna show you how much i really care about your heart wanna show you how much i hate being apart  show you show you show you till youll do with me i wanna keep it how it is so you can never say how it used to be  loving you is really all is on my mind and i cant help but to think about it day and night i want to make the body rock sit back and watch  tonight im gonna dance for you tonight im gonna dance for you tonight im gonna put my body on your body boy i like it when you watch me ah tonight its going down ill be rocking on my baby rocking rocking on my baby swirling on my baby swirling swirling on my baby  baby let me put my body on your body promise not to tell nobody cause its about to go down  youll never need two cause ill be your number one them other chicks are superficial but i know you know im the one thats why im all into you cause i can recognize that you know that thats why im backing this thing back poppopping this thing back  dropdropdropdropping this thing back this is for the time you gave me flowers for the world that is ours for the moonlight for the power of love and you know ill never ever eever give you up and i wanna say thank you in case i dont thank you enough a woman in the street and a freak in the you know what sit back sit back its a freakin show daddy you know whats up  loving you is really all thats on my mind and i cant help but to think about it day and night i want to make the body rock sit back and watch  tonight im gonna dance for you tonight im gonna dance for you tonight im gonna put my body on your body boy i like it when you watch me ah tonight its going down ill be rocking on my baby rocking rocking on my baby ill be swirling on my baby swirling swirling on my baby  i wanna put my body on your body promise not to tell nobody cause its about to go down  im take this time to show you how much you mean to me cause you are all i need no money can emphasize or describe the love thats in between the lines boy look into my eyes when im grinding on you this is beyond sex im high on you if its real then you know how i feel rocking on you baby rocking rocking on you baby swirling on you baby in my mind all i can think about is the frame for our future and the pictures of the past and the chance to make this love last ooh  tonight im gonna dance for you tonight im gonna dance for you tonight im gonna put my body on your body boy i like it when you watch me ah tonight its going down ill be rocking on my baby rocking rocking on my baby ill be swirling on my baby swirling swirling on my baby  i wanna put my body on your body promise not to tell nobody cause its about to go down  watch me pop it pop it pop it pop it pop it for you baby drop it drop it drop it drop it for you baby watch me watch watch me watch me go baby wanna make that body rock sit back and watch  pop it pop it pop it pop it pop it for you baby drop it drop it drop it drop it for you baby watch me watch watch me watch me go baby wanna make that body rock sit back and watch,Beyoncé
i love you baby i love you you are my life my happiest moments werent complete if you werent by my side youre my relation in connection to the sun with you next to me theres no darkness i cant overcome you are my raindrops i am the seed with you and god whos my sunlight i bloom and grow so beautifully baby im so proud so proud to be your girl you make the confusion go all away from this cold and messed up world  i am in love with you you set me free i cant do this thing called life without you here with me cause im dangerously in love with you ill never leave just keep lovin me the way i love you loving me  every time i see your face my heart smiles every time it feels so good it hurts sometimes created in this world to love and to hold to feel to breathe to live you  i am in love with you you set me free i cant do this thing called life without you here with me cause im dangerously in love with you ill never leave just keep lovin me the way i love you loving me  i love you i love you i love you dangerously in love i love you i love you i love you  he loves me especially different everytime you keep me on my feet happily excited by your cologne and your hands your smile your intelligence you woo me you court me you tease me you please me you school me give me things to think about ignite me you excite me you love me and you like me incite me incite me to chorus  larararilarara la la la la uh uh uh uh uh dangerously in love,Beyoncé
i love you 3x  baby i love you you are my life my happiest moments werent complete if you werent by my side youre my relation in connection to the sun with you next to me theres no darkness i cant overcome you are my raindrop i am the seed with you and god whos my sunlight i bloom and grow so beautifully baby im so proud so proud to be your girl you make the confusion go all away from this cold and messed up world  i am in love with you you set me free i cant do this thing called life without you here with me cause im dangerously in love with you ill never leave just keep lovin me the way i love you loving me  and i know you love me love me for who i am cause years before i became who i am baby you were my man i know it aint easy easy loving me i appreciate the love and dedication from you to me later on in my destiny i see myself having your child i see myself being your wife and i see my whole future in your eyes thought of all my love for you sometimes make me wanna cry realize all my blessings im grateful to have you by my side  i am in love with you you set me free i cant do this thing called life without you here with me cause im dangerously in love with you ill never leave just keep lovin me the way i love you loving me  every time i see your face my heart smiles every time it feels so good it hurts sometimes created in this world to love and to hold to feel to breathe to live you dangerously in love  cant do this thing i love you i love you i love you ill never leave just keep on loving me im in love with you i can not do i cannot do anything without you in my life holding me kissing me loving me dangerously i love you dangerously in love,Beyoncé
beyonce bass jay uh beyonce hi hat jay uh beyonce 808 jay uh beyonce jay jay uh huh ready uh huh beyoncelets go get m jayuh huh cmon  i used to run base like juan pierre now i run the bass hi hat and the snare i used to bag girls like birkin bags now i bagged b b boy you hurtin that brooklyn bay where they birthed me at now i be everywherethe nerve of rap the audacity to have me whipping curtains back me and b she about to steam stand back  baby seems like everywhere i go i see you from your eyes your smile its like i breathe you helplessly i reminisce dont want to compare nobody to you  boy i try to catch myself but im out of control your sexiness is so appealing i cant let it go oh  know that i cant get over you cause everything i see is you and i dont want no substitute baby i swear its deja vu know that i cant get over you cause everything i see is you and i dont want no substitute baby i swear its deja vu  seeing things that i know cant be am i dreaming thought i saw you walking past me almost called your name got a better glimpse and then i looked away its like im losing it  boy i try to catch myself but im out of control your sexiness is so appealing i cant let it go oh oh ah oh ohah whoa oh  know that i cant get over you cause everything i see is you and i dont want no substitute baby i swear its deja vu know that i cant get over you cause everything i see is you and i dont want no substitute baby i swear its deja vu  yes hovs flow so unusual baby girl you should already know its h o light up the stroll cause u gon need help tryna study my bounce flow blow whats the difference one you take in vein while the other you sniffin its still dough popo try to convict him thats a nogo no still tippin like 44s like im from the houston blowin so chicago of him is he the best ever thats the arguament i dont make the list dont be mad at me i just make the hits like a factory im just onetoone nothin after me no deja vu just me and myoh  baby i cant go anywhere without thinking that youre there seems like youre everywhere its true gotta be having deja vu cause in my mind i want you here get on the next plane i dont care is it because im missing you that im having deja vu  boy i try to catch myself but im out of control your sexiness is so appealing i cant let it go whooooooo ohhhh  know that i cant get over you cause everything i see is you and i dont want no substitute baby i swear its deja vu know that i cant get over you cause everything i see is you and i dont want no substitute baby i swear its deja vu  know that i cant get over you cause everything i see is you and i dont want no substitute baby i swear its deja vu know that i cant get over you cause everything i see is you and i dont want no substitute baby i swear its deja vu,Beyoncé
i tried to change closed my mouth more tried to be soft prettier less awake fasted for 60 days wore white abstained from mirrors abstained from sex slowly did not speak another word and that time my hair i grew past my ankles i slept on a mat on the floor i swallowed a sword i levitated into the basement confessed my sins and was baptized in a river got on my knees and said amen and said i mean i whipped my own back and asked for dominion at your feet i threw myself into a volcano i drank the blood and drank the wine i sat alone in begged and bent at the waist for god i crossed myself in thought i saw the devil i grew thickened skin on my feet i bathed in bleach and plugged my menses with the pages from the holy book but still inside me coiled deep was the need to know are you cheating are you cheating on me,Beyoncé
